id,text,lang,label
sample_00266,L'OMS rappelle que la consommation d'energie du secteur a diminue de 2 % cette annee indiquent les chercheurs.,fr,0
sample_00267,"Une enquete de Le Monde indique que les donnees suggerent une correlation, sans prouver de lien de cause a effet.",fr,0
sample_00268,SCANDALE : le gouvernement prepare en secret une loi pour confisquer vos economies avant qu'il ne soit trop tard,fr,1
sample_00269,L'OMS rappelle que la consommation d'energie du secteur a diminue de 2 % cette annee selon les auteurs.,fr,0
sample_00270,SCANDALE : le gouvernement prepare en secret une loi pour confisquer vos economies la verite eclate ENFIN,fr,1
sample_00271,"Selon l'INSEE, des resultats preliminaires montrent une tendance, encore a verifier.",fr,0
sample_00272,"BREAKING: secret elite controls the weather to destroy farmers, wake up!!",en,1
sample_00273,Une enquete de Le Monde indique que la consommation d'energie du secteur a diminue de 2 % cette annee selon les auteurs.,fr,0
sample_00274,"Le ministere a annonce que le nombre de logements neufs a baisse de 5 % par rapport a l'an dernier, precise le communique.",fr,0
sample_00275,INCROYABLE !! une elite mondiale controle la meteo pour ruiner les agriculteurs (100% verifie),fr,1
sample_00276,"Selon les chiffres officiels, les temperatures moyennes ont augmente de 1,4 degre depuis 1900 selon les auteurs.",fr,0
sample_00277,Official figures show inflation settled at 2.1 percent over the past year.,en,0
sample_00278,PARTAGEZ avant suppression !! cette decouverte va changer le monde mais on l'etouffe deja - partagez en masse !!,fr,1
sample_00279,L'OMS rappelle que la consommation d'energie du secteur a diminue de 2 % cette annee.,fr,0
sample_00280,L'OMS rappelle que la consommation d'energie du secteur a diminue de 2 % cette annee.,fr,0
sample_00281,"ATTENTION : boire ce melange chaque matin guerit le cancer, big pharma le cache (100% verifie)",fr,1
sample_00282,"INCROYABLE !! ils vont couper internet la semaine prochaine, preparez-vous !! Reveillez-vous !",fr,1
sample_00283,"Selon les chiffres officiels, la frequentation des transports a progresse de 3 % au premier trimestre.",fr,0
sample_00284,"Selon l'INSEE, l'efficacite du traitement reste a confirmer par des essais complementaires.",fr,0
sample_00285,URGENT !!! le gouvernement prepare en secret une loi pour confisquer vos economies avant qu'il ne soit trop tard,fr,1
sample_00286,"According to the WHO, the new guidelines recommend annual screening for adults.",en,0
sample_00287,"PARTAGEZ avant suppression !! un remede miracle soigne TOUTES les maladies en 24h, les medecins sont furieux (100% verifie)",fr,1
sample_00288,A study in Nature reports a 1.4 C rise in average temperatures since 1900.,en,0
sample_00289,une elite mondiale controle la meteo pour ruiner les agriculteurs !!!,fr,1
sample_00290,"INCROYABLE !! les vaccins contiennent des puces 5G, la preuve enfin reveleee !!!",fr,1
sample_00291,"BREAKING : les vaccins contiennent des puces 5G, la preuve enfin reveleee !! Reveillez-vous !",fr,1
sample_00292,Une enquete de Le Monde indique que la consommation d'energie du secteur a diminue de 2 % cette annee.,fr,0
sample_00293,On vous CACHE la verite : une elite mondiale controle la meteo pour ruiner les agriculteurs !! Reveillez-vous !,fr,1
sample_00294,URGENT !!! ce simple aliment fait fondre la graisse instantanement sans effort - partagez en masse !!,fr,1
sample_00295,INCROYABLE !! le gouvernement prepare en secret une loi pour confisquer vos economies avant qu'il ne soit trop tard,fr,1
sample_00296,SCANDALE : une elite mondiale controle la meteo pour ruiner les agriculteurs,fr,1
sample_00297,"D'apres une etude publiee dans Nature, la consommation d'energie du secteur a diminue de 2 % cette annee, sous reserve de confirmation.",fr,0
sample_00298,"D'apres le rapport annuel, la frequentation des transports a progresse de 3 % au premier trimestre, sous reserve de confirmation.",fr,0
sample_00299,On vous CACHE la verite : ce simple aliment fait fondre la graisse instantanement sans effort avant qu'il ne soit trop tard,fr,1
sample_00300,"les vaccins contiennent des puces 5G, la preuve enfin reveleee !! Reveillez-vous !",fr,1
sample_00301,A study in Nature reports a 1.4 C rise in average temperatures since 1900.,en,0
sample_00302,BREAKING : le gouvernement prepare en secret une loi pour confisquer vos economies !!!,fr,1
sample_00303,"According to the WHO, the new guidelines recommend annual screening for adults.",en,0
sample_00304,The ministry announced a 3 percent increase in public transport ridership.,en,0
sample_00305,"According to the WHO, the new guidelines recommend annual screening for adults.",en,0
sample_00306,"Une enquete de Le Monde indique que des resultats preliminaires montrent une tendance, encore a verifier selon les auteurs.",fr,0
sample_00307,PARTAGEZ avant suppression !! ce simple aliment fait fondre la graisse instantanement sans effort !! Reveillez-vous !,fr,1
sample_00308,"Selon les chiffres officiels, la consommation d'energie du secteur a diminue de 2 % cette annee.",fr,0
sample_00309,"L'OMS rappelle que le taux d'inflation s'est etabli a 2,1 % sur un an au mois dernier selon les auteurs.",fr,0
sample_00310,Official figures show inflation settled at 2.1 percent over the past year.,en,0
sample_00311,"ATTENTION : les vaccins contiennent des puces 5G, la preuve enfin reveleee la verite eclate ENFIN",fr,1
sample_00312,"L'OMS rappelle que la frequentation des transports a progresse de 3 % au premier trimestre, sous reserve de confirmation.",fr,0
sample_00313,"D'apres une etude publiee dans Nature, les donnees suggerent une correlation, sans prouver de lien de cause a effet.",fr,0
sample_00314,Ils ne veulent pas que vous le sachiez : une elite mondiale controle la meteo pour ruiner les agriculteurs avant qu'il ne soit trop tard,fr,1
sample_00315,"ATTENTION : un remede miracle soigne TOUTES les maladies en 24h, les medecins sont furieux (100% verifie)",fr,1
sample_00316,INCROYABLE !! le gouvernement prepare en secret une loi pour confisquer vos economies la verite eclate ENFIN,fr,1
sample_00317,"Une enquete de Le Monde indique que le taux d'inflation s'est etabli a 2,1 % sur un an au mois dernier, precise le communique.",fr,0
sample_00318,BREAKING : une elite mondiale controle la meteo pour ruiner les agriculteurs - partagez en masse !!,fr,1
sample_00319,Researchers note a correlation but caution it does not prove causation.,en,0
sample_00320,"PARTAGEZ avant suppression !! les vaccins contiennent des puces 5G, la preuve enfin reveleee - partagez en masse !!",fr,1
sample_00321,"Selon l'INSEE, la consommation d'energie du secteur a diminue de 2 % cette annee selon les auteurs.",fr,0
sample_00322,Researchers note a correlation but caution it does not prove causation.,en,0
sample_00323,Ils ne veulent pas que vous le sachiez : le gouvernement prepare en secret une loi pour confisquer vos economies,fr,1
sample_00324,"D'apres le rapport annuel, les temperatures moyennes ont augmente de 1,4 degre depuis 1900, precise le communique.",fr,0
sample_00325,"Le ministere a annonce que des resultats preliminaires montrent une tendance, encore a verifier, precise le communique.",fr,0
sample_00326,"BREAKING : boire ce melange chaque matin guerit le cancer, big pharma le cache (100% verifie)",fr,1
sample_00327,SHOCKING!!! This one weird trick cures everything doctors HATE it share now!!,en,1
sample_00328,"According to the WHO, the new guidelines recommend annual screening for adults.",en,0
sample_00329,"PARTAGEZ avant suppression !! boire ce melange chaque matin guerit le cancer, big pharma le cache la verite eclate ENFIN",fr,1
sample_00330,"ATTENTION : un remede miracle soigne TOUTES les maladies en 24h, les medecins sont furieux !! Reveillez-vous !",fr,1
sample_00331,"On vous CACHE la verite : boire ce melange chaque matin guerit le cancer, big pharma le cache !!!",fr,1
sample_00332,Une enquete de Le Monde indique que l'efficacite du traitement reste a confirmer par des essais complementaires.,fr,0
sample_00333,"Selon l'INSEE, le nombre de logements neufs a baisse de 5 % par rapport a l'an dernier selon les auteurs.",fr,0
sample_00334,"BREAKING: secret elite controls the weather to destroy farmers, wake up!!",en,1
sample_00335,"Selon l'INSEE, les temperatures moyennes ont augmente de 1,4 degre depuis 1900, precise le communique.",fr,0
sample_00336,"PARTAGEZ avant suppression !! boire ce melange chaque matin guerit le cancer, big pharma le cache - partagez en masse !!",fr,1
sample_00337,"Selon l'INSEE, les temperatures moyennes ont augmente de 1,4 degre depuis 1900.",fr,0
sample_00338,"ATTENTION : un remede miracle soigne TOUTES les maladies en 24h, les medecins sont furieux - partagez en masse !!",fr,1
sample_00339,On vous CACHE la verite : ce simple aliment fait fondre la graisse instantanement sans effort (100% verifie),fr,1
sample_00340,"BREAKING : les vaccins contiennent des puces 5G, la preuve enfin reveleee (100% verifie)",fr,1
sample_00341,"Une enquete de Le Monde indique que des resultats preliminaires montrent une tendance, encore a verifier selon les auteurs.",fr,0
sample_00342,"ATTENTION : les vaccins contiennent des puces 5G, la preuve enfin reveleee la verite eclate ENFIN",fr,1
sample_00343,"URGENT !!! boire ce melange chaque matin guerit le cancer, big pharma le cache",fr,1
sample_00344,ce simple aliment fait fondre la graisse instantanement sans effort !!!,fr,1
sample_00345,"Une enquete de Le Monde indique que la frequentation des transports a progresse de 3 % au premier trimestre, precise le communique.",fr,0
sample_00346,"D'apres le rapport annuel, des resultats preliminaires montrent une tendance, encore a verifier.",fr,0
sample_00347,SCANDALE : le gouvernement prepare en secret une loi pour confisquer vos economies la verite eclate ENFIN,fr,1
sample_00348,"PARTAGEZ avant suppression !! boire ce melange chaque matin guerit le cancer, big pharma le cache !!!",fr,1
sample_00349,PARTAGEZ avant suppression !! une elite mondiale controle la meteo pour ruiner les agriculteurs !!!,fr,1
sample_00350,"Selon l'INSEE, le taux d'inflation s'est etabli a 2,1 % sur un an au mois dernier, sous reserve de confirmation.",fr,0
sample_00351,L'OMS rappelle que la frequentation des transports a progresse de 3 % au premier trimestre.,fr,0
sample_00352,le nombre de logements neufs a baisse de 5 % par rapport a l'an dernier.,fr,0
sample_00353,"SCANDALE : ils vont couper internet la semaine prochaine, preparez-vous avant qu'il ne soit trop tard",fr,1
sample_00354,"Le ministere a annonce que l'efficacite du traitement reste a confirmer par des essais complementaires, sous reserve de confirmation.",fr,0
sample_00355,"Selon les chiffres officiels, le nombre de logements neufs a baisse de 5 % par rapport a l'an dernier indiquent les chercheurs.",fr,0
sample_00356,"D'apres le rapport annuel, le nombre de logements neufs a baisse de 5 % par rapport a l'an dernier.",fr,0
sample_00357,Researchers note a correlation but caution it does not prove causation.,en,0
sample_00358,Ils ne veulent pas que vous le sachiez : cette decouverte va changer le monde mais on l'etouffe deja !! Reveillez-vous !,fr,1
sample_00359,cette decouverte va changer le monde mais on l'etouffe deja (100% verifie),fr,1
sample_00360,"Ils ne veulent pas que vous le sachiez : les vaccins contiennent des puces 5G, la preuve enfin reveleee avant qu'il ne soit trop tard",fr,1
sample_00361,"D'apres une etude publiee dans Nature, des resultats preliminaires montrent une tendance, encore a verifier indiquent les chercheurs.",fr,0
sample_00362,"Une enquete de Le Monde indique que l'efficacite du traitement reste a confirmer par des essais complementaires, sous reserve de confirmation.",fr,0
sample_00363,"BREAKING : les vaccins contiennent des puces 5G, la preuve enfin reveleee la verite eclate ENFIN",fr,1
sample_00364,INCROYABLE !! le gouvernement prepare en secret une loi pour confisquer vos economies - partagez en masse !!,fr,1
sample_00365,"D'apres une etude publiee dans Nature, des resultats preliminaires montrent une tendance, encore a verifier selon les auteurs.",fr,0
sample_00366,"Selon les chiffres officiels, le nombre de logements neufs a baisse de 5 % par rapport a l'an dernier indiquent les chercheurs.",fr,0
sample_00367,They are HIDING the truth: this miracle drink melts fat overnight no effort,en,1
sample_00368,"BREAKING: secret elite controls the weather to destroy farmers, wake up!!",en,1
sample_00369,Researchers note a correlation but caution it does not prove causation.,en,0
sample_00370,URGENT !!! le gouvernement prepare en secret une loi pour confisquer vos economies !!!,fr,1
sample_00371,Le ministere a annonce que l'efficacite du traitement reste a confirmer par des essais complementaires.,fr,0
sample_00372,"SCANDALE : boire ce melange chaque matin guerit le cancer, big pharma le cache la verite eclate ENFIN",fr,1
sample_00373,"Une enquete de Le Monde indique que les donnees suggerent une correlation, sans prouver de lien de cause a effet.",fr,0
sample_00374,"ils vont couper internet la semaine prochaine, preparez-vous avant qu'il ne soit trop tard",fr,1
sample_00375,Ils ne veulent pas que vous le sachiez : une elite mondiale controle la meteo pour ruiner les agriculteurs - partagez en masse !!,fr,1
sample_00376,"100% PROVEN: vaccines contain microchips, finally the evidence revealed share!!",en,1
sample_00377,"INCROYABLE !! un remede miracle soigne TOUTES les maladies en 24h, les medecins sont furieux !!!",fr,1
sample_00378,Researchers note a correlation but caution it does not prove causation.,en,0
sample_00379,"les donnees suggerent une correlation, sans prouver de lien de cause a effet selon les auteurs.",fr,0
sample_00380,"L'OMS rappelle que les temperatures moyennes ont augmente de 1,4 degre depuis 1900 indiquent les chercheurs.",fr,0
sample_00381,"D'apres le rapport annuel, les donnees suggerent une correlation, sans prouver de lien de cause a effet, precise le communique.",fr,0
sample_00382,"SCANDALE : un remede miracle soigne TOUTES les maladies en 24h, les medecins sont furieux !!!",fr,1
sample_00383,"Selon l'INSEE, la frequentation des transports a progresse de 3 % au premier trimestre, sous reserve de confirmation.",fr,0
sample_00384,"un remede miracle soigne TOUTES les maladies en 24h, les medecins sont furieux la verite eclate ENFIN",fr,1
sample_00385,Ils ne veulent pas que vous le sachiez : cette decouverte va changer le monde mais on l'etouffe deja,fr,1
sample_00386,Une enquete de Le Monde indique que la consommation d'energie du secteur a diminue de 2 % cette annee.,fr,0
sample_00387,la frequentation des transports a progresse de 3 % au premier trimestre indiquent les chercheurs.,fr,0
sample_00388,"le taux d'inflation s'est etabli a 2,1 % sur un an au mois dernier.",fr,0
sample_00389,The ministry announced a 3 percent increase in public transport ridership.,en,0
sample_00390,"SCANDALE : un remede miracle soigne TOUTES les maladies en 24h, les medecins sont furieux avant qu'il ne soit trop tard",fr,1
sample_00391,ATTENTION : cette decouverte va changer le monde mais on l'etouffe deja !!!,fr,1
sample_00392,Researchers note a correlation but caution it does not prove causation.,en,0
sample_00393,"Selon les chiffres officiels, le nombre de logements neufs a baisse de 5 % par rapport a l'an dernier.",fr,0
sample_00394,"D'apres une etude publiee dans Nature, la frequentation des transports a progresse de 3 % au premier trimestre selon les auteurs.",fr,0
sample_00395,"BREAKING : boire ce melange chaque matin guerit le cancer, big pharma le cache (100% verifie)",fr,1
sample_00396,"ATTENTION : boire ce melange chaque matin guerit le cancer, big pharma le cache la verite eclate ENFIN",fr,1
sample_00397,"BREAKING : un remede miracle soigne TOUTES les maladies en 24h, les medecins sont furieux - partagez en masse !!",fr,1
sample_00398,On vous CACHE la verite : une elite mondiale controle la meteo pour ruiner les agriculteurs avant qu'il ne soit trop tard,fr,1
sample_00399,"l'efficacite du traitement reste a confirmer par des essais complementaires, sous reserve de confirmation.",fr,0
sample_00400,"INCROYABLE !! ils vont couper internet la semaine prochaine, preparez-vous (100% verifie)",fr,1
sample_00401,"Le ministere a annonce que les temperatures moyennes ont augmente de 1,4 degre depuis 1900, precise le communique.",fr,0
sample_00402,"URGENT !!! ils vont couper internet la semaine prochaine, preparez-vous - partagez en masse !!",fr,1
sample_00403,PARTAGEZ avant suppression !! le gouvernement prepare en secret une loi pour confisquer vos economies,fr,1
sample_00404,"BREAKING : les vaccins contiennent des puces 5G, la preuve enfin reveleee avant qu'il ne soit trop tard",fr,1
sample_00405,"On vous CACHE la verite : ils vont couper internet la semaine prochaine, preparez-vous !! Reveillez-vous !",fr,1
sample_00406,SCANDALE : une elite mondiale controle la meteo pour ruiner les agriculteurs !! Reveillez-vous !,fr,1
sample_00407,On vous CACHE la verite : ce simple aliment fait fondre la graisse instantanement sans effort (100% verifie),fr,1
sample_00408,"According to the WHO, the new guidelines recommend annual screening for adults.",en,0
sample_00409,"L'OMS rappelle que le taux d'inflation s'est etabli a 2,1 % sur un an au mois dernier, precise le communique.",fr,0
sample_00410,"ATTENTION : un remede miracle soigne TOUTES les maladies en 24h, les medecins sont furieux !! Reveillez-vous !",fr,1
sample_00411,"le taux d'inflation s'est etabli a 2,1 % sur un an au mois dernier indiquent les chercheurs.",fr,0
sample_00412,"Le ministere a annonce que le nombre de logements neufs a baisse de 5 % par rapport a l'an dernier, sous reserve de confirmation.",fr,0
sample_00413,Official figures show inflation settled at 2.1 percent over the past year.,en,0
sample_00414,A study in Nature reports a 1.4 C rise in average temperatures since 1900.,en,0
sample_00415,"ATTENTION : boire ce melange chaque matin guerit le cancer, big pharma le cache avant qu'il ne soit trop tard",fr,1
sample_00416,la frequentation des transports a progresse de 3 % au premier trimestre selon les auteurs.,fr,0
sample_00417,"BREAKING: secret elite controls the weather to destroy farmers, wake up!!",en,1
sample_00418,BREAKING : le gouvernement prepare en secret une loi pour confisquer vos economies avant qu'il ne soit trop tard,fr,1
sample_00419,"Selon les chiffres officiels, les donnees suggerent une correlation, sans prouver de lien de cause a effet.",fr,0
sample_00420,"des resultats preliminaires montrent une tendance, encore a verifier, precise le communique.",fr,0
sample_00421,URGENT !!! le gouvernement prepare en secret une loi pour confisquer vos economies avant qu'il ne soit trop tard,fr,1
sample_00422,"INCROYABLE !! ils vont couper internet la semaine prochaine, preparez-vous !! Reveillez-vous !",fr,1
sample_00423,Une enquete de Le Monde indique que l'efficacite du traitement reste a confirmer par des essais complementaires indiquent les chercheurs.,fr,0
sample_00424,BREAKING : une elite mondiale controle la meteo pour ruiner les agriculteurs,fr,1
sample_00425,Ils ne veulent pas que vous le sachiez : une elite mondiale controle la meteo pour ruiner les agriculteurs la verite eclate ENFIN,fr,1
sample_00426,"INCROYABLE !! un remede miracle soigne TOUTES les maladies en 24h, les medecins sont furieux la verite eclate ENFIN",fr,1
sample_00427,L'OMS rappelle que l'efficacite du traitement reste a confirmer par des essais complementaires indiquent les chercheurs.,fr,0
sample_00428,"Ils ne veulent pas que vous le sachiez : un remede miracle soigne TOUTES les maladies en 24h, les medecins sont furieux !!!",fr,1
sample_00429,Official figures show inflation settled at 2.1 percent over the past year.,en,0
sample_00430,"D'apres une etude publiee dans Nature, l'efficacite du traitement reste a confirmer par des essais complementaires indiquent les chercheurs.",fr,0
sample_00431,la consommation d'energie du secteur a diminue de 2 % cette annee.,fr,0
sample_00432,Official figures show inflation settled at 2.1 percent over the past year.,en,0
sample_00433,"Ils ne veulent pas que vous le sachiez : un remede miracle soigne TOUTES les maladies en 24h, les medecins sont furieux (100% verifie)",fr,1
sample_00434,URGENT they will shut down the internet next week prepare yourself NOW!!,en,1
sample_00435,"un remede miracle soigne TOUTES les maladies en 24h, les medecins sont furieux la verite eclate ENFIN",fr,1
sample_00436,INCROYABLE !! cette decouverte va changer le monde mais on l'etouffe deja avant qu'il ne soit trop tard,fr,1
sample_00437,"les vaccins contiennent des puces 5G, la preuve enfin reveleee !! Reveillez-vous !",fr,1
sample_00438,"Une enquete de Le Monde indique que le taux d'inflation s'est etabli a 2,1 % sur un an au mois dernier, precise le communique.",fr,0
sample_00439,Official figures show inflation settled at 2.1 percent over the past year.,en,0
sample_00440,le nombre de logements neufs a baisse de 5 % par rapport a l'an dernier.,fr,0
sample_00441,INCROYABLE !! une elite mondiale controle la meteo pour ruiner les agriculteurs,fr,1
sample_00442,"D'apres une etude publiee dans Nature, les temperatures moyennes ont augmente de 1,4 degre depuis 1900, sous reserve de confirmation.",fr,0
sample_00443,"les vaccins contiennent des puces 5G, la preuve enfin reveleee - partagez en masse !!",fr,1
sample_00444,L'OMS rappelle que l'efficacite du traitement reste a confirmer par des essais complementaires indiquent les chercheurs.,fr,0
sample_00445,"Une enquete de Le Monde indique que des resultats preliminaires montrent une tendance, encore a verifier indiquent les chercheurs.",fr,0
sample_00446,"Selon les chiffres officiels, les temperatures moyennes ont augmente de 1,4 degre depuis 1900, precise le communique.",fr,0
sample_00447,"SCANDALE : ils vont couper internet la semaine prochaine, preparez-vous",fr,1
sample_00448,"INCROYABLE !! les vaccins contiennent des puces 5G, la preuve enfin reveleee avant qu'il ne soit trop tard",fr,1
sample_00449,Le ministere a annonce que la consommation d'energie du secteur a diminue de 2 % cette annee.,fr,0
sample_00450,Le ministere a annonce que le nombre de logements neufs a baisse de 5 % par rapport a l'an dernier.,fr,0
sample_00451,"Ils ne veulent pas que vous le sachiez : les vaccins contiennent des puces 5G, la preuve enfin reveleee !!!",fr,1
sample_00452,"ATTENTION : les vaccins contiennent des puces 5G, la preuve enfin reveleee la verite eclate ENFIN",fr,1
sample_00453,BREAKING : le gouvernement prepare en secret une loi pour confisquer vos economies !!!,fr,1
sample_00454,le gouvernement prepare en secret une loi pour confisquer vos economies - partagez en masse !!,fr,1
sample_00455,"Selon les chiffres officiels, le taux d'inflation s'est etabli a 2,1 % sur un an au mois dernier indiquent les chercheurs.",fr,0
sample_00456,la frequentation des transports a progresse de 3 % au premier trimestre indiquent les chercheurs.,fr,0
sample_00457,"Le ministere a annonce que les donnees suggerent une correlation, sans prouver de lien de cause a effet.",fr,0
sample_00458,SHOCKING!!! This one weird trick cures everything doctors HATE it share now!!,en,1
sample_00459,"boire ce melange chaque matin guerit le cancer, big pharma le cache (100% verifie)",fr,1
sample_00460,"PARTAGEZ avant suppression !! boire ce melange chaque matin guerit le cancer, big pharma le cache !! Reveillez-vous !",fr,1
sample_00461,la consommation d'energie du secteur a diminue de 2 % cette annee selon les auteurs.,fr,0
sample_00462,"Selon les chiffres officiels, les temperatures moyennes ont augmente de 1,4 degre depuis 1900, sous reserve de confirmation.",fr,0
sample_00463,"D'apres une etude publiee dans Nature, des resultats preliminaires montrent une tendance, encore a verifier, sous reserve de confirmation.",fr,0
sample_00464,They are HIDING the truth: this miracle drink melts fat overnight no effort,en,1
sample_00465,URGENT they will shut down the internet next week prepare yourself NOW!!,en,1
sample_00466,"D'apres le rapport annuel, l'efficacite du traitement reste a confirmer par des essais complementaires, precise le communique.",fr,0
sample_00467,"D'apres le rapport annuel, l'efficacite du traitement reste a confirmer par des essais complementaires, sous reserve de confirmation.",fr,0
sample_00468,"le taux d'inflation s'est etabli a 2,1 % sur un an au mois dernier indiquent les chercheurs.",fr,0
sample_00469,"D'apres le rapport annuel, les temperatures moyennes ont augmente de 1,4 degre depuis 1900 selon les auteurs.",fr,0
sample_00470,L'OMS rappelle que la consommation d'energie du secteur a diminue de 2 % cette annee selon les auteurs.,fr,0
sample_00471,Researchers note a correlation but caution it does not prove causation.,en,0
sample_00472,"INCROYABLE !! ils vont couper internet la semaine prochaine, preparez-vous",fr,1
sample_00473,"Une enquete de Le Monde indique que les donnees suggerent une correlation, sans prouver de lien de cause a effet selon les auteurs.",fr,0
sample_00474,"un remede miracle soigne TOUTES les maladies en 24h, les medecins sont furieux",fr,1
sample_00475,"BREAKING: secret elite controls the weather to destroy farmers, wake up!!",en,1
sample_00476,BREAKING : le gouvernement prepare en secret une loi pour confisquer vos economies - partagez en masse !!,fr,1
sample_00477,"On vous CACHE la verite : les vaccins contiennent des puces 5G, la preuve enfin reveleee - partagez en masse !!",fr,1
sample_00478,"Selon les chiffres officiels, le nombre de logements neufs a baisse de 5 % par rapport a l'an dernier indiquent les chercheurs.",fr,0
sample_00479,BREAKING : le gouvernement prepare en secret une loi pour confisquer vos economies avant qu'il ne soit trop tard,fr,1
sample_00480,"la consommation d'energie du secteur a diminue de 2 % cette annee, sous reserve de confirmation.",fr,0
sample_00481,"Selon les chiffres officiels, l'efficacite du traitement reste a confirmer par des essais complementaires, precise le communique.",fr,0
sample_00482,SHOCKING!!! This one weird trick cures everything doctors HATE it share now!!,en,1
sample_00483,"ATTENTION : ils vont couper internet la semaine prochaine, preparez-vous - partagez en masse !!",fr,1
sample_00484,"D'apres une etude publiee dans Nature, des resultats preliminaires montrent une tendance, encore a verifier, precise le communique.",fr,0
sample_00485,"ATTENTION : boire ce melange chaque matin guerit le cancer, big pharma le cache la verite eclate ENFIN",fr,1
sample_00486,"L'OMS rappelle que le taux d'inflation s'est etabli a 2,1 % sur un an au mois dernier, sous reserve de confirmation.",fr,0
sample_00487,Researchers note a correlation but caution it does not prove causation.,en,0
sample_00488,INCROYABLE !! une elite mondiale controle la meteo pour ruiner les agriculteurs - partagez en masse !!,fr,1
sample_00489,URGENT !!! cette decouverte va changer le monde mais on l'etouffe deja la verite eclate ENFIN,fr,1
sample_00490,"L'OMS rappelle que les temperatures moyennes ont augmente de 1,4 degre depuis 1900, precise le communique.",fr,0
sample_00491,"Selon les chiffres officiels, la consommation d'energie du secteur a diminue de 2 % cette annee selon les auteurs.",fr,0
sample_00492,"SCANDALE : les vaccins contiennent des puces 5G, la preuve enfin reveleee !! Reveillez-vous !",fr,1
sample_00493,SCANDALE : le gouvernement prepare en secret une loi pour confisquer vos economies !!!,fr,1
sample_00494,"SCANDALE : les vaccins contiennent des puces 5G, la preuve enfin reveleee",fr,1
sample_00495,"la frequentation des transports a progresse de 3 % au premier trimestre, sous reserve de confirmation.",fr,0
sample_00496,"D'apres le rapport annuel, les temperatures moyennes ont augmente de 1,4 degre depuis 1900 indiquent les chercheurs.",fr,0
sample_00497,"ils vont couper internet la semaine prochaine, preparez-vous (100% verifie)",fr,1
sample_00498,"l'efficacite du traitement reste a confirmer par des essais complementaires, sous reserve de confirmation.",fr,0
sample_00499,SHOCKING!!! This one weird trick cures everything doctors HATE it share now!!,en,1
sample_00500,"INCROYABLE !! ils vont couper internet la semaine prochaine, preparez-vous avant qu'il ne soit trop tard",fr,1
sample_00501,"Selon les chiffres officiels, la consommation d'energie du secteur a diminue de 2 % cette annee indiquent les chercheurs.",fr,0
sample_00502,ATTENTION : ce simple aliment fait fondre la graisse instantanement sans effort !! Reveillez-vous !,fr,1
sample_00503,"Selon l'INSEE, le nombre de logements neufs a baisse de 5 % par rapport a l'an dernier, precise le communique.",fr,0
sample_00504,The ministry announced a 3 percent increase in public transport ridership.,en,0
sample_00505,"D'apres une etude publiee dans Nature, les temperatures moyennes ont augmente de 1,4 degre depuis 1900.",fr,0
sample_00506,SHOCKING!!! This one weird trick cures everything doctors HATE it share now!!,en,1
sample_00507,"Une enquete de Le Monde indique que des resultats preliminaires montrent une tendance, encore a verifier.",fr,0
sample_00508,On vous CACHE la verite : cette decouverte va changer le monde mais on l'etouffe deja la verite eclate ENFIN,fr,1
sample_00509,BREAKING : le gouvernement prepare en secret une loi pour confisquer vos economies la verite eclate ENFIN,fr,1
sample_00510,"D'apres le rapport annuel, l'efficacite du traitement reste a confirmer par des essais complementaires.",fr,0
sample_00511,le gouvernement prepare en secret une loi pour confisquer vos economies !!!,fr,1
sample_00512,BREAKING : cette decouverte va changer le monde mais on l'etouffe deja (100% verifie),fr,1
sample_00513,"Le ministere a annonce que les temperatures moyennes ont augmente de 1,4 degre depuis 1900.",fr,0
sample_00514,URGENT !!! cette decouverte va changer le monde mais on l'etouffe deja avant qu'il ne soit trop tard,fr,1
sample_00515,"les donnees suggerent une correlation, sans prouver de lien de cause a effet.",fr,0
sample_00516,"D'apres le rapport annuel, des resultats preliminaires montrent une tendance, encore a verifier selon les auteurs.",fr,0
sample_00517,"D'apres une etude publiee dans Nature, des resultats preliminaires montrent une tendance, encore a verifier, sous reserve de confirmation.",fr,0
sample_00518,"Ils ne veulent pas que vous le sachiez : ils vont couper internet la semaine prochaine, preparez-vous - partagez en masse !!",fr,1
sample_00519,"PARTAGEZ avant suppression !! ils vont couper internet la semaine prochaine, preparez-vous",fr,1
sample_00520,SHOCKING!!! This one weird trick cures everything doctors HATE it share now!!,en,1
sample_00521,"Selon l'INSEE, la frequentation des transports a progresse de 3 % au premier trimestre selon les auteurs.",fr,0
sample_00522,"SCANDALE : boire ce melange chaque matin guerit le cancer, big pharma le cache !! Reveillez-vous !",fr,1
sample_00523,The ministry announced a 3 percent increase in public transport ridership.,en,0
sample_00524,ATTENTION : ce simple aliment fait fondre la graisse instantanement sans effort !!!,fr,1
sample_00525,"PARTAGEZ avant suppression !! un remede miracle soigne TOUTES les maladies en 24h, les medecins sont furieux (100% verifie)",fr,1
sample_00526,Researchers note a correlation but caution it does not prove causation.,en,0
sample_00527,"les temperatures moyennes ont augmente de 1,4 degre depuis 1900 indiquent les chercheurs.",fr,0
